date,time,hour_of_day,day_of_week,is_weekend,aqi_index,pm2_5,pm10,co,no2,o3,so2,nh3,temp,humidity,pressure,wind_speed,forecast_1_temp,forecast_1_humidity,forecast_1_pressure,forecast_1_wind_speed,forecast_2_temp,forecast_2_humidity,forecast_2_pressure,forecast_2_wind_speed,forecast_3_temp,forecast_3_humidity,forecast_3_pressure,forecast_3_wind_speed,forecast_4_temp,forecast_4_humidity,forecast_4_pressure,forecast_4_wind_speed,forecast_5_temp,forecast_5_humidity,forecast_5_pressure,forecast_5_wind_speed,forecast_6_temp,forecast_6_humidity,forecast_6_pressure,forecast_6_wind_speed,forecast_7_temp,forecast_7_humidity,forecast_7_pressure,forecast_7_wind_speed,forecast_8_temp,forecast_8_humidity,forecast_8_pressure,forecast_8_wind_speed,forecast_9_temp,forecast_9_humidity,forecast_9_pressure,forecast_9_wind_speed,forecast_10_temp,forecast_10_humidity,forecast_10_pressure,forecast_10_wind_speed,forecast_11_temp,forecast_11_humidity,forecast_11_pressure,forecast_11_wind_speed,forecast_12_temp,forecast_12_humidity,forecast_12_pressure,forecast_12_wind_speed,forecast_13_temp,forecast_13_humidity,forecast_13_pressure,forecast_13_wind_speed,forecast_14_temp,forecast_14_humidity,forecast_14_pressure,forecast_14_wind_speed,forecast_15_temp,forecast_15_humidity,forecast_15_pressure,forecast_15_wind_speed,forecast_16_temp,forecast_16_humidity,forecast_16_pressure,forecast_16_wind_speed,forecast_17_temp,forecast_17_humidity,forecast_17_pressure,forecast_17_wind_speed,forecast_18_temp,forecast_18_humidity,forecast_18_pressure,forecast_18_wind_speed,forecast_19_temp,forecast_19_humidity,forecast_19_pressure,forecast_19_wind_speed,forecast_20_temp,forecast_20_humidity,forecast_20_pressure,forecast_20_wind_speed,forecast_21_temp,forecast_21_humidity,forecast_21_pressure,forecast_21_wind_speed,forecast_22_temp,forecast_22_humidity,forecast_22_pressure,forecast_22_wind_speed,forecast_23_temp,forecast_23_humidity,forecast_23_pressure,forecast_23_wind_speed,forecast_24_temp,forecast_24_humidity,forecast_24_pressure,forecast_24_wind_speed
2025-10-02,01:16:59,1,3,0,77,10.91,23.12,168.68,3.79,47.36,6.66,0.43,26.9,83,1004,2.57,27.81,77,1004,5.52,30.24,65,1004,5.99,33.86,48,1002,7.4,33.08,49,1002,8.48,31.47,59,1004,5.48,29.08,73,1005,5.79,28.73,71,1005,3.81,28.55,72,1005,4.98,28.92,69,1007,7.28,31.09,61,1008,8.01,32.86,53,1005,7.2,31.6,55,1005,8.6,30.11,60,1007,8.07,29.36,65,1007,8.13,28.21,76,1006,7.2,28.62,72,1006,5.56,28.49,74,1008,6.09,29.18,72,1008,5.44,30.9,65,1005,3.88,29.96,72,1005,6.53,28.81,77,1006,6.76,27.88,83,1007,6.94,27.45,86,1006,2.74,27.16,87,1006,1.76
2025-10-02,02:55:50,2,3,0,71,11.94,30.1,169.21,4.71,42.2,7.65,0.5,29.47,63,1005,5.28,29.28,66,1005,5.52,30.13,62,1005,5.99,32.33,54,1003,7.4,33.08,49,1002,8.48,31.47,59,1004,5.48,29.08,73,1005,5.79,28.73,71,1005,3.81,28.55,72,1005,4.98,28.92,69,1007,7.28,31.09,61,1008,8.01,32.86,53,1005,7.2,31.6,55,1005,8.6,30.11,60,1007,8.07,29.36,65,1007,8.13,28.21,76,1006,7.2,28.62,72,1006,5.56,28.49,74,1008,6.09,29.18,72,1008,5.44,30.9,65,1005,3.88,29.96,72,1005,6.53,28.81,77,1006,6.76,27.88,83,1007,6.94,27.45,86,1006,2.74,27.16,87,1006,1.76
2025-10-02,03:29:04,3,3,0,74,11.94,30.1,169.21,4.71,42.2,7.65,0.5,28.9,74,1005,3.09,29.99,68,1005,5.99,32.26,56,1003,7.4,33.08,49,1002,8.48,31.47,59,1004,5.48,29.08,73,1005,5.79,28.73,71,1005,3.81,28.55,72,1005,4.98,28.92,69,1007,7.28,31.09,61,1008,8.01,32.86,53,1005,7.2,31.6,55,1005,8.6,30.11,60,1007,8.07,29.36,65,1007,8.13,28.21,76,1006,7.2,28.62,72,1006,5.56,28.49,74,1008,6.09,29.18,72,1008,5.44,30.9,65,1005,3.88,29.96,72,1005,6.53,28.81,77,1006,6.76,27.88,83,1007,6.94,27.45,86,1006,2.74,27.16,87,1006,1.76,27.69,83,1007,3.13
2025-10-02,04:20:08,4,3,0,80,11.72,30.19,157.73,4.17,43.46,7.31,0.4,29.9,66,1005,3.6,30.66,62,1005,5.99,32.6,54,1003,7.4,33.08,49,1002,8.48,31.47,59,1004,5.48,29.08,73,1005,5.79,28.73,71,1005,3.81,28.55,72,1005,4.98,28.92,69,1007,7.28,31.09,61,1008,8.01,32.86,53,1005,7.2,31.6,55,1005,8.6,30.11,60,1007,8.07,29.36,65,1007,8.13,28.21,76,1006,7.2,28.62,72,1006,5.56,28.49,74,1008,6.09,29.18,72,1008,5.44,30.9,65,1005,3.88,29.96,72,1005,6.53,28.81,77,1006,6.76,27.88,83,1007,6.94,27.45,86,1006,2.74,27.16,87,1006,1.76,27.69,83,1007,3.13
2025-10-02,05:16:26,5,3,0,76,11.64,28.73,148.79,3.53,47.84,6.67,0.3,30.9,62,1005,3.09,31.07,62,1005,5.99,32,57,1004,7.4,32.41,53,1003,8.48,31.47,59,1004,5.48,29.08,73,1005,5.79,28.73,71,1005,3.81,28.55,72,1005,4.98,28.92,69,1007,7.28,31.09,61,1008,8.01,32.86,53,1005,7.2,31.6,55,1005,8.6,30.11,60,1007,8.07,29.36,65,1007,8.13,28.21,76,1006,7.2,28.62,72,1006,5.56,28.49,74,1008,6.09,29.18,72,1008,5.44,30.9,65,1005,3.88,29.96,72,1005,6.53,28.81,77,1006,6.76,27.88,83,1007,6.94,27.45,86,1006,2.74,27.16,87,1006,1.76,27.69,83,1007,3.13
2025-10-02,06:26:41,6,3,0,67,12.54,27.77,146.04,2.86,55.58,6.06,0.23,31.9,55,1005,9.26,32.67,52,1004,7.55,33.22,49,1003,9.04,31.43,61,1004,5.27,29.27,73,1005,6.03,28.92,71,1005,3.82,28.56,71,1005,5.42,28.92,69,1007,7.28,31.09,61,1008,8.01,32.86,53,1005,7.2,31.6,55,1005,8.6,30.11,60,1007,8.07,29.36,65,1007,8.13,28.21,76,1006,7.2,28.62,72,1006,5.56,28.49,74,1008,6.09,29.18,72,1008,5.44,30.9,65,1005,3.88,29.96,72,1005,6.53,28.81,77,1006,6.76,27.88,83,1007,6.94,27.45,86,1006,2.74,27.16,87,1006,1.76,27.69,83,1007,3.13,28.98,76,1007,4.9
2025-10-02,07:16:16,7,3,0,68,14.33,27.67,145.69,2.15,64.17,5.57,0.16,32.9,52,1004,8.75,33.33,50,1004,7.55,33.56,48,1003,9.04,31.43,61,1004,5.27,29.27,73,1005,6.03,28.92,71,1005,3.82,28.56,71,1005,5.42,28.87,70,1007,6.56,31.44,57,1008,8.27,32.51,56,1005,6.29,31.27,59,1005,8.86,29.66,63,1007,8.69,28.53,73,1007,7.99,27.64,79,1006,6.79,26.99,78,1006,4.53,28.47,72,1008,5.48,30.33,64,1008,6.55,30.06,69,1006,6.53,29.98,69,1005,4.05,28.29,80,1007,5.58,27.93,82,1007,6.14,27.47,83,1006,2.44,27.22,86,1006,3.59,27.7,82,1008,3.98,29.13,74,1008,5.46
2025-10-02,08:22:43,8,3,0,68,15.98,27.7,144.48,1.56,71.3,5.15,0.11,32.9,49,1003,7.72,33.07,49,1002,7.55,33.31,48,1002,9.04,31.98,57,1003,5.27,29.27,73,1005,6.03,28.92,71,1005,3.82,28.56,71,1005,5.42,28.87,70,1007,6.56,31.44,57,1008,8.27,32.51,56,1005,6.29,31.27,59,1005,8.86,29.66,63,1007,8.69,28.53,73,1007,7.99,27.64,79,1006,6.79,26.99,78,1006,4.53,28.47,72,1008,5.48,30.33,64,1008,6.55,30.06,69,1006,6.53,29.98,69,1005,4.05,28.29,80,1007,5.58,27.93,82,1007,6.14,27.47,83,1006,2.44,27.22,86,1006,3.59,27.7,82,1008,3.98,29.13,74,1008,5.46
2025-10-02,09:17:57,9,3,0,69,16.1,25.98,140.02,1.21,75.91,4.7,0.07,32.9,49,1002,7.72,33.31,48,1002,9.04,31.98,57,1003,5.27,29.27,73,1005,6.03,28.92,71,1005,3.82,28.56,71,1005,5.42,28.87,70,1007,6.56,31.44,57,1008,8.27,32.51,56,1005,6.29,31.27,59,1005,8.86,29.66,63,1007,8.69,28.53,73,1007,7.99,27.64,79,1006,6.79,26.99,78,1006,4.53,28.47,72,1008,5.48,30.33,64,1008,6.55,30.06,69,1006,6.53,29.98,69,1005,4.05,28.29,80,1007,5.58,27.93,82,1007,6.14,27.47,83,1006,2.44,27.22,86,1006,3.59,27.7,82,1008,3.98,29.13,74,1008,5.46,29.55,73,1005,6.92
2025-10-02,10:17:14,10,3,0,68,14.19,21.92,131.87,1.05,77.54,4.14,0.03,35.4,40,1002,7.86,33.83,47,1002,9.04,32.24,57,1003,5.27,29.27,73,1005,6.03,28.92,71,1005,3.82,28.56,71,1005,5.42,28.87,70,1007,6.56,31.44,57,1008,8.27,32.51,56,1005,6.29,31.27,59,1005,8.86,29.66,63,1007,8.69,28.53,73,1007,7.99,27.64,79,1006,6.79,26.99,78,1006,4.53,28.47,72,1008,5.48,30.33,64,1008,6.55,30.06,69,1006,6.53,29.98,69,1005,4.05,28.29,80,1007,5.58,27.93,82,1007,6.14,27.47,83,1006,2.44,27.22,86,1006,3.59,27.7,82,1008,3.98,29.13,74,1008,5.46,29.55,73,1005,6.92
2025-10-02,11:14:09,11,3,0,83,11.24,17.15,123.35,1.06,76.08,3.54,0.03,35.44,40,1002,8.29,33.8,46,1002,9.04,33.01,51,1003,5.27,30.78,64,1004,6.03,28.92,71,1005,3.82,28.56,71,1005,5.42,28.87,70,1007,6.56,31.44,57,1008,8.27,32.51,56,1005,6.29,31.27,59,1005,8.86,29.66,63,1007,8.69,28.53,73,1007,7.99,27.64,79,1006,6.79,26.99,78,1006,4.53,28.47,72,1008,5.48,30.33,64,1008,6.55,30.06,69,1006,6.53,29.98,69,1005,4.05,28.29,80,1007,5.58,27.93,82,1007,6.14,27.47,83,1006,2.44,27.22,86,1006,3.59,27.7,82,1008,3.98,29.13,74,1008,5.46,29.55,73,1005,6.92
2025-10-02,12:35:11,12,3,0,78,7.05,11.67,114.57,1.49,69.51,2.89,0.08,31.9,55,1003,8.23,31.72,58,1004,6.49,30.53,64,1004,6.43,28.61,72,1006,4.93,28.16,74,1006,5.94,28.37,72,1008,6.88,30.34,64,1008,8.31,31.33,61,1006,8.61,30.43,64,1005,6.62,28.69,74,1008,6.9,26.47,85,1008,7.46,26.62,81,1007,7.35,27.66,76,1007,5.29,27.66,77,1008,6.83,28.15,79,1009,6.46,28.82,75,1006,5.85,28.43,76,1006,4.51,28.32,79,1008,3.61,27.66,83,1008,4.08,27.23,87,1007,2.51,27.04,87,1006,2.69,27.38,83,1008,3.29,28.89,75,1008,5.45,29.41,71,1006,6.65,28.72,74,1005,6.06
2025-10-02,13:25:38,13,3,0,79,7.05,11.67,114.57,1.49,69.51,2.89,0.08,31.9,51,1003,5.66,31.72,55,1004,6.49,30.53,63,1004,6.43,28.61,72,1006,4.93,28.16,74,1006,5.94,28.37,72,1008,6.88,30.34,64,1008,8.31,31.33,61,1006,8.61,30.43,64,1005,6.62,28.69,74,1008,6.9,26.47,85,1008,7.46,26.62,81,1007,7.35,27.66,76,1007,5.29,27.66,77,1008,6.83,28.15,79,1009,6.46,28.82,75,1006,5.85,28.43,76,1006,4.51,28.32,79,1008,3.61,27.66,83,1008,4.08,27.23,87,1007,2.51,27.04,87,1006,2.69,27.38,83,1008,3.29,28.89,75,1008,5.45,29.41,71,1006,6.65,28.72,74,1005,6.06
2025-10-02,14:17:13,14,3,0,129,6.62,12.04,115.12,1.75,65.34,3.02,0.13,30.9,55,1004,4.12,31.07,55,1005,6.49,30.63,60,1005,6.43,29.43,67,1006,4.93,28.16,74,1006,5.94,28.37,72,1008,6.88,30.34,64,1008,8.31,31.33,61,1006,8.61,30.43,64,1005,6.62,28.69,74,1008,6.9,26.47,85,1008,7.46,26.62,81,1007,7.35,27.66,76,1007,5.29,27.66,77,1008,6.83,28.15,79,1009,6.46,28.82,75,1006,5.85,28.43,76,1006,4.51,28.32,79,1008,3.61,27.66,83,1008,4.08,27.23,87,1007,2.51,27.04,87,1006,2.69,27.38,83,1008,3.29,28.89,75,1008,5.45,29.41,71,1006,6.65,28.72,74,1005,6.06
